n_processo;id_cliente;favor_contribuinte;ementa
2013/0008976-5;4;0;"TRIBUTÁRIO. PIS E COFINS. BASE DE CÁLCULO. SERVIÇOS DE PROPAGANDA E PUBLICIDADE. IMPORTÂNCIAS PAGAS DIRETAMENTE OU REPASSADAS A OUTRAS EMPRESAS. DEDUÇÃO PREVISTA PARA O IMPOSTO DE RENDA. EXTENSÃO ÀS CONTRIBUIÇÕES. LEI NOVA. NATUREZA INTERPRETATIVA. INEXISTÊNCIA. IRRETROATIVIDADE. IMPOSSIBILIDADE. 1. ""O agravo poderá ser julgado, conforme o caso, conjuntamente com o recurso especial ou extraordinário, assegurada, neste caso, sustentação oral, observando-se, ainda, o disposto no regimento interno do tribunal respectivo"" (art. 1.042, § 5º, do CPC/2015). 2. O art. 13 da Lei n. 10.925/2004 não tem natureza interpretativa e, por isso, o desconto contábil na base de cálculo da contribuição ao PIS e da COFINS das importâncias pagas diretamente ou repassadas a empresas de comunicação responsáveis pela veiculação da publicidade (rádio, televisão, jornais, revistas) só é possível após o início de sua vigência. 3. O faturamento é a base de cálculo da contribuição ao PIS e da COFINS, conceito que se entende como o total das receitas auferidas pela pessoa jurídica, ""independentemente de sua denominação ou classificação contábil"" (v.g.: Lei n. 10.833/2003 e Lei n. 10. 637/2002). 4. Hipótese em que o recurso fazendário deve ser provido para julgar improcedente a pretensão autoral relacionada aos fatos geradores ocorridos antes do início da vigência do referido dispositivo, tendo em vista as instâncias ordinárias terem decidido pela aplicação retroativa do art. 13 da Lei n. 10.925/2004. 5. Agravo conhecido. Recurso especial provido."
2010/0120478-7;5;0;PROCESSUAL CIVIL E TRIBUTÁRIO. RECURSO ESPECIAL INTERPOSTO EM EMBARGOS À EXECUÇÃO FISCAL. EXTINÇÃO DO FEITO EXECUTIVO PELO PAGAMENTO DO DÉBITO. PERDA SUPERVENIENTE DO OBJETO DO RECURSO RARO MANEJADO PELO DEVEDOR. 1. A decisão agravada julgou prejudicado o recurso especial, interposto em sede de embargos à execução, ante a perda superveniente de seu objeto, haja vista que o feito executivo fora extinto nos termos do art. 794, I, do CPC, em razão do pagamento total do débito pela parte executada. 2. A extinção do feito executivo implica o reconhecimento da perda do objeto do recurso especial interposto nos embargos do devedor. Precedentes. 3. Agravo regimental a que se nega provimento.
2015/0320405-4;2;2;"PROCESSUAL CIVIL. AGRAVO REGIMENTAL NO RECURSO ESPECIAL. EXECUÇÃO FISCAL. SEGURO GARANTIA. POSSIBILIDADE. LEI 13.043/2014. NORMA DE CUNHO PROCESSUAL. APLICABILIDADE IMEDIATA. 1. A Lei 13.043/2014, entre outras providências, alterou a Lei 6.830/80, autorizando o oferecimento, entre outros, de ""seguro garantia"" para fins de garantia da execução fiscal. Nesse contexto, em se tratando de norma de aplicação imediata (que, sobre o tema, entrou em vigor na data de sua publicação), impõe-se a sua aplicação ao presente caso. 2. "" Aplica-se as alterações trazidas pela Lei n. 13.043/2014 inclusive aos casos em que a decisão que indeferiu o pedido de utilização do seguro garantia se deu antes da vigência da referida norma."" (AgRg no REsp 1534606/MG, Rel. Ministro Humberto Martins, Segunda Turma, julgado em 25/08/2015, DJe 02/09/2015). 3. Agravo regimental não provido."
2016/0098416-7;2;0;PROCESSUAL CIVIL E TRIBUTÁRIO. EXECUÇÃO FISCAL. PRESCRIÇÃO. MORA DO JUDICIÁRIO. VERIFICAÇÃO. IMPOSSIBILIDADE. SÚMULA 7 DO STJ. 1. O Plenário do STJ decidiu que aos recursos interpostos com fundamento no CPC/1973 (relativos a decisões publicadas até 17 de março de 2016) devem ser exigidos os requisitos de admissibilidade na forma nele prevista, com as interpretações dadas até então pela jurisprudência do Superior Tribunal de Justiça  (Enunciado Administrativo n. 2) 2. A verificação da responsabilidade pela demora para a realização da citação do devedor, para fins de aplicação ou de afastamento da Súmula 106 do STJ, por demandar reexame de matéria fático-probatória, esbarra no óbice da Súmula 7 do STJ. Precedentes. 3. Agravo interno desprovido.
2012/0029518-7;4;2;"TRIBUTÁRIO. PROCESSUAL CIVIL. EXECUÇÃO FISCAL. MASSA FALIDA.
INTERVENÇÃO DO MINISTÉRIO PÚBLICO EM SEGUNDO GRAU. ALEGAÇÃO DE NULIDADE. ART. 210 DO DECRETO-LEI 7.661/45 VIGENTE À ÉPOCA.
1. Vigora no STJ o entendimento de que a ausência de intimação do Ministério Público constitui causa de nulidade nas ações ajuizadas em desfavor da massa falida.
2. No caso, o acórdão recorrido mostra-se alinhado ao posicionamento do STJ sobre o tema, pois o Tribunal de origem declarou a nulidade da ação de execução fiscal após oitiva do membro do Parquet em segundo grau, que pugnou pela ""nulidade da ação executória, desde o momento em que o MP deveria ter interferido"" (fl. 403).
3. Agravo interno não provido.
(AgInt no AgInt no REsp 1309189/MG, Rel. Ministro SÉRGIO KUKINA, PRIMEIRA TURMA, julgado em 17/09/2019, DJe 19/09/2019)"
2017/0193752-0;4;2;"PROCESSUAL CIVIL. TRIBUTÁRIO. IMPOSTO DE TRANSMISSÃO CAUSA MORTIS E DOAÇÃO - ITCDM. INÍCIO DA CONTAGEM DO PRAZO DECADENCIAL NO PRIMEIRO DIA DO EXERCÍCIO SEGUINTE ÀQUELE EM QUE O LANÇAMENTO PODERIA TER SIDO EFETUADO. IRRELEVÂNCIA DA DATA EM QUE O FISCO TEVE CONHECIMENTO DA OCORRÊNCIA DO FATO GERADOR. I - Na origem, trata-se de agravo de instrumento interposto contra decisão que rejeitou exceção de pré-executividade, determinando o prosseguimento da execução fiscal.
No Tribunal a quo, o recurso foi provido. II - O Superior Tribunal de Justiça tem entendimento pacificado no sentido de que, no caso do Imposto de Transmissão Causa Mortis e Doação - ITCDM, a contagem do prazo decadencial tem início no primeiro dia do exercício seguinte àquele em que o lançamento poderia ter sido efetuado, observado o fato gerador, em conformidade com os arts. 144 e 173, I, ambos do CTN, sendo irrelevante a data em que o fisco teve conhecimento da ocorrência do fato gerador. No mesmo sentido, destacam-se, verbis: AgInt no REsp n. 1.756.693/MG, Rel. Ministro Og Fernandes, Segunda Turma, julgado em 13/12/2018, DJe 18/12/2018; AgInt no REsp n.
1.746.055/MG, Rel. Ministro Francisco Falcão, Segunda Turma, julgado em 20/9/2018, DJe 26/9/2018.
III - Agravo interno improvido.
(AgInt no REsp 1690263/MG, Rel. Ministro FRANCISCO FALCÃO, SEGUNDA TURMA, julgado em 10/09/2019, DJe 16/09/2019)"
2015/0165797-1;5;2;PROCESSUAL CIVIL. TRIBUTÁRIO. AGRAVO REGIMENTAL NO AGRAVO EM RECURSO ESPECIAL. ARGUMENTOS INSUFICIENTES PARA DESCONSTITUIR A DECISÃO ATACADA. AUSÊNCIA DE PREQUESTIONAMENTO DO ART. 40 DA LEI DE EXECUÇÃO FISCAL. INCIDÊNCIA DA SÚMULA N. 211/STJ. INÉRCIA DA PARTE EXEQUENTE. REVISÃO. IMPOSSIBILIDADE. SÚMULA N. 07/STJ. INCIDÊNCIA. I - A ausência de enfrentamento da questão objeto da controvérsia pelo Tribunal a quo, não obstante oposição de Embargos de Declaração, impede o acesso à instância especial, porquanto não preenchido o requisito constitucional do prequestionamento, nos termos da Súmula n. 211/STJ. II - In casu, rever o entendimento do Tribunal de origem, que consignou a inércia injustificada da exequente de modo a configurar a prescrição, demandaria necessário revolvimento de matéria fática, o que é inviável em sede de recurso especial, à luz do óbice contido na Súmula n. 07/STJ. III - O Agravante não apresenta, no regimental, argumentos suficientes para desconstituir a decisão agravada. IV - Agravo Regimental improvido.
2011/0259708-9;2;0;"PROCESSUAL CIVIL E TRIBUTÁRIO. AGRAVO REGIMENTAL NO RECURSO ESPECIAL. FIXAÇÃO DE ALÍQUOTA DA CONTRIBUIÇÃO AO SAT, A PARTIR DE PARÂMETROS ESTABELECIDOS POR REGULAMENTAÇÃO DO CONSELHO NACIONAL DE PREVIDÊNCIA SOCIAL. CONTROVÉRSIA DE NATUREZA CONSTITUCIONAL. INVIABILIDADE DO RECURSO ESPECIAL. AGRAVO REGIMENTAL IMPROVIDO. I. Tendo em vista o disposto nos arts. 102, III, e 105, III, da Constituição Federal, o Recurso Especial não serve à pretensão da recorrente, seja no tocante à suposta ilegitimidade do art. 10 da Lei 10.666/2003, seja no que se refere à arguição de ilegalidade, tanto das Resoluções 1.308 e 1.309, do Conselho Nacional de Previdência Social, quanto do art. 202-A do Decreto 3.048/99, com a redação dada pelo Decreto 6.957/2009, pois ambas as Turmas da Primeira Seção do Superior Tribunal de Justiça firmaram o entendimento de que a discussão sobre a alteração de alíquota da contribuição ao SAT, em função do Fator Acidentário de Prevenção (FAP), por norma constante de ato infralegal, é estritamente de natureza constitucional, entendimento esse reforçado pela circunstância de o Plenário do Supremo Tribunal Federal ter reconhecido a repercussão geral do tema, nos autos do Recurso Extraordinário 684.261/RS (Rel. Ministro LUIZ FUX, DJe de 01/07/2013). Nesse sentido: AgRg no AREsp 507.664/RN, Rel. Ministro BENEDITO GONÇALVES, PRIMEIRA TURMA, DJe de 22/10/2014; AgRg no AREsp 417.936/MG, Rel. Ministro BENEDITO GONÇALVES, PRIMEIRA TURMA, DJe de 03/11/2014; AgRg no REsp 1.367.863/PR, Rel. Ministro HUMBERTO MARTINS, SEGUNDA TURMA, DJe de 19/12/2014; AgRg no REsp 1.343.220/RS, Rel. Ministro MAURO CAMPBELL MARQUES, SEGUNDA TURMA, DJe de 26/02/2013. II. Agravo Regimental improvido."
2019/0027256-3;3;2;"PROCESSUAL CIVIL E TRIBUTÁRIO. RECURSO ORDINÁRIO EM MANDADO DE SEGURANÇA. EXECUÇÃO FISCAL. INÉRCIA DA EXEQUENTE. ABANDONO DE CAUSA. EXTINÇÃO DE OFÍCIO. POSSIBILIDADE. ENTENDIMENTO DA PRIMEIRA SEÇÃO NOS RECURSOS ESPECIAIS REPETITIVOS 1.120.097/SP E 1.352.882/MS. 1. Na origem, trata-se de Mandado de Segurança impetrado pelo Município da Estância Hidromineral de Águas de Santa Bárbara contra o Juiz de Direito da 1ª Vara Cível da Comarca de Cerqueira César - SP, que extinguiu a execução por abandono de causa (art. 267, III, CPC/1973). 2. A compreensão esposada pela Corte de origem está em consonância com o entendimento firmado pela Primeira Seção no julgamento do Recurso Especial repetitivo REsp 1.120.097/SP, no sentido de que ""a inércia da Fazenda exequente, ante a intimação regular para promover o andamento do feito e a observância dos artigos 40 e 25 da Lei de Execução Fiscal, implica a extinção da execução fiscal não embargada ex officio, afastando-se o Enunciado Sumular 240 do STJ (...)"" (Rel. Min. Luiz Fux, DJe 26.10.2010). 3. No julgamento do Recurso Especial repetitivo 1.352.882/MS, a Primeira Seção consignou: ""É válida a intimação do representante da Fazenda Nacional por carta com aviso de recebimento (art. 237, II, do CPC) quando o respectivo órgão não possui sede na Comarca de tramitação do feito. Precedentes do STJ"" (Rel. Min. Herman Benjamin, DJe 28.6.2013). 4. Recurso Ordinário não provido."
2017/0015826-1;4;0;"TRIBUTÁRIO E PROCESSUAL CIVIL. AGRAVO INTERNO NO RECURSO ESPECIAL.
CONTROVÉRSIA SOBRE A LIMITAÇÃO À COMPENSAÇÃO PREVIDENCIÁRIA, PREVISTA NO § 3º DO ART. 89 DA LEI 8.212/91, COM A REDAÇÃO DADA PELAS LEIS 9.032/95 E 9.129/95. APLICAÇÃO DO REGIME JURÍDICO VIGENTE À ÉPOCA DA PROPOSITURA DA AÇÃO. DECISÃO AGRAVADA EM CONFORMIDADE COM A JURISPRUDÊNCIA DOMINANTE DO STJ. AGRAVO INTERNO IMPROVIDO.
I. Agravo interno aviado contra decisão publicada em 20/04/2017, que, por sua vez, julgou Recurso Especial interposto contra acórdão publicado na vigência do CPC/73.
II. Na hipótese dos autos, trata-se de ação ajuizada em 04/10/2002, visando a declaração do direito à compensação de valores indevidamente recolhidos, a título de contribuição previdenciária, na forma do art. 3º da Lei 7.787/89, com parcelas de outras contribuições arrecadadas pelo INSS, tendo a parte autora defendido, na petição inicial, a inaplicabilidade do limite percentual à compensação previdenciária, previsto no § 3º do art. 89 da Lei 8.212/91, com a redação dada pela Lei 9.129/95. No acórdão recorrido, o Tribunal de origem considerou inaplicável o limite à compensação previdenciária, previsto no § 3º do art. 89 da Lei 8.212/91, ao fundamento de que se trata de tributo declarado inconstitucional, além de ter sido revogado o dispositivo legal em questão, pela Lei 11.941/2009. Na decisão agravada, o Recurso Especial foi provido, com base na jurisprudência dominante do STJ, a fim de determinar a incidência, na espécie, da limitação à compensação, prevista no § 3º do art. 89 da Lei 8.212/91, com a redação conferida pela Lei 9.129/95.
III. A Primeira Seção do STJ, ao julgar o REsp 796.064/RJ (Rel.
Ministro LUIZ FUX, DJe de 10/11/2008), firmou o entendimento no sentido de que, enquanto não declaradas inconstitucionais as Leis 9.032/95 e 9.129/95, em sede de controle difuso ou concentrado, sua observância é inafastável, pelo Poder Judiciário, uma vez que a norma jurídica, enquanto não regularmente expurgada do ordenamento, nele permanece válida, razão pela qual a compensação do indébito previdenciário, ainda que decorrente da declaração de inconstitucionalidade da exação, submete-se às limitações erigidas pelos diplomas legais que regem dita compensação.
IV. A Primeira Seção desta Corte, ao julgar, sob o rito do art.
543-C do CPC/73, o REsp 1.137.738/SP (Rel. Ministro LUIZ FUX, DJe de 01/02/2010), ratificou a sua orientação jurisprudencial, firmada no julgamento dos EREsp 488.992/MG (Rel. Ministro TEORI ZAVASCKI, DJU de 07/06/2004), no sentido de que, em se tratando de compensação tributária, deve ser considerado o regime jurídico vigente à época do ajuizamento da demanda, ressalvando-se o direito do contribuinte de proceder à compensação dos créditos pela via administrativa, em conformidade com as normas posteriores, desde que atendidos os requisitos próprios.
V. Entretanto, independentemente do resultado do julgamento do Recurso Especial, fica ressalvado que a parte autora, ora agravante, poderá proceder à compensação dos seus créditos, pela via administrativa, em conformidade com as normas posteriores ao início da vigência da Medida Provisória 449/2008, posteriormente convertida na Lei 11.941/2009, desde que atendidos os requisitos próprios.
Precedentes do STJ.
VI. Agravo interno improvido.
(AgInt no REsp 1649820/MG, Rel. Ministra ASSUSETE MAGALHÃES, SEGUNDA TURMA, julgado em 03/08/2017, DJe 16/08/2017)"
2014/0325467-6;1;0;"PROCESSUAL PENAL. RECURSO ORDINÁRIO EM HABEAS CORPUS. CRIME SOCIETÁRIO. AUTORIA COLETIVA. LEI 8.137/90, ART. 1º, II. FRAUDE À FISCALIZAÇÃO TRIBUTÁRIA. PRESCRIÇÃO DA PRETENSÃO PUNITIVA. NÃO OCORRÊNCIA. SÚMULA VINCULANTE 24/STF. INÉPCIA DA DENÚNCIA. PEÇA INAUGURAL QUE ATENDE AOS REQUISITOS DO ART. 41 DO CPP. AMPLA DEFESA GARANTIDA. INÉPCIA NÃO EVIDENCIADA. RECURSO ORDINÁRIO A QUE SE NEGA PROVIMENTO. I - Considerando que o delito imputado ao recorrente é de natureza material (art. 1º.da Lei 8.137/90), impõe-se a análise da prescrição alegada à luz da Súmula Vinculante no. 24 do STF que dispõe: Não se tipifica crime material contra a ordem tributária, previsto no art. 1º, incisos I a IV, da Lei nº 8.137/90, antes do lançamento definitivo do tributo. Dessa forma e de acordo com o art. 111, I do CP, a prescrição da pretensão punitiva iniciar-se-á com a própria constituição definitiva do crédito após o encerramento processo administrativo de lançamento previsto no art. 142 do CTN. II - Nesse sentido é pacífica a jurisprudência do Excelso Pretório: ""Mais: considerada a constituição definitiva do débito tributário como elemento típico do delito, não é possível aderir, automaticamente, à proposição defensiva da extinção da punibilidade pela prescrição. É que, até o momento da consumação delitiva, sequer é de se cogitar da contagem do prazo prescricional, nos termos do inciso I do art. 111 do Código Penal (HC n. 105.115 AgR/SP, Segunda Turma, Rel. Ministro Ayres Britto, DJe de 11/2/2011. ARE n. 649.120/DF, Rel. Ministro Joaquim Barbosa, DJe de 1º/6/2012). III - ""Esta colenda Quinta Turma já afastou a alegação de que o enunciado 24 da Súmula Vinculante só se aplicaria aos crimes cometidos após a sua vigência, seja porque não se está diante de norma mais gravosa, mas de consolidação de interpretação judicial, seja porque a sua observância é obrigatória por parte de todos os órgãos do Poder Judiciário, exceto a Suprema Corte, a quem compete eventual revisão do entendimento adotado. Precedente"" (RHC n. 37.375/SP, Quinta Turma, Rel. Ministro Jorge Mussi, DJe de 15/9/2014). IV - A exordial acusatória cumpriu todos os requisitos previstos no art. 41, do Código de processo Penal, sem que a peça incorresse em qualquer violação do que disposto no art. 395, do mesmo diploma legal. Cuida-se, in casu, de denúncia geral, aceita pela jurisprudência pátria (Precedentes). V - Nos delitos societários, a peça acusatória (ainda que não possa ser de toda genérica) é válida quando demonstra um liame entre a atuação dos denunciados e a conduta delituosa (mesmo que não individualize as condutas de cada um), a revelar a plausibilidade da imputação deduzida e permitindo o exercício da ampla defesa com todos os recursos a ela inerentes. VI - Quanto à autoria, o liame entre o agir do denunciado e o crime imputado foi estabelecido em face de sua condição de administrador da empresa (fl. 17, e-STJ). Assim, no caso, verifica-se a possibilidade de plena defesa do acusado a partir da imputação do MP. Isto é, a denúncia preenche os requisitos do art. 41 do CPP. Nesse sentido, tanto o posicionamento da Suprema Corte quanto deste Tribunal Superior: (HC n. 116781/PE, Segunda Turma, Rel. Ministro Teori Zavascki, DJe de 15/4/2014 e RHC n. 47.042/MG, Quinta Turma, Rel. Ministro Jorge Mussi, DJe de 26/5/2014). Recurso ordinário desprovido."
2016/0159039-9;4;2;RECURSO FUNDADO NO CPC/2015. AGRAVO INTERNO EM AGRAVO EM RECURSO ESPECIAL. TRIBUTÁRIO. PROCESSUAL CIVIL. EMBARGOS À EXECUÇÃO FISCAL. PREENCHIMENTO DOS REQUISITOS PARA CONCESSÃO DE EFEITO SUSPENSIVO. INCIDÊNCIA DA SÚMULA 7/STJ. 1. Para se chegar à conclusão pretendida pela agravante, de que não estariam presentes os requisitos necessários à concessão de efeito suspensivo aos embargos à execução, seria necessária a incursão no quadro fático-probatório dos autos, providência vedada em recurso especial, a teor do óbice previsto na Súmula 7 do Superior Tribunal de Justiça. 2. Agravo interno a que se nega provimento.
2011/0075448-0;2;2;TRIBUTÁRIO. AGRAVO INTERNO NOS EMBARGOS DE DECLARAÇÃO NO RECURSO ESPECIAL. PRESCRIÇÃO. INOCORRÊNCIA. AÇÃO QUE BUSCA A ANULAÇÃO DE AUTO DE INFRAÇÃO DECORRENTE DE DECISÃO TRANSITADA EM JULGADO QUE RECONHECEU O DIREITO DE RESTITUIÇÃO DO INDÉBITO E SUA COMPENSAÇÃO. CORREÇÃO MONETÁRIA. AUSÊNCIA DE DEBATE. APLICAÇÃO DA SÚMULA 211/STJ. AGRAVO INTERNO DO ESTADO DE MINAS GERAIS A QUE SE NEGA PROVIMENTO. 1. No presente caso, a ação foi ajuizada em 10.3.1998, com o fim de declarar a possibilidade de aproveitamento de crédito a título de ICMS. Tal ação, após diversos recursos, transitou em julgado em 13.12.2002. Diante do reconhecimento do direito ao crédito, a empresa realizou a compensação. Contudo, o Estado de Minas Gerais lavrou auto de infração, o que resultou na presente Ação Anulatória. 2. No Tribunal de origem houve o reconhecimento da não aplicação da LC 118/2005, pois a compensação se dera antes da alteração legal e o crédito era referente a 1998. Por essa razão, manteve-se o entendimento proferido pelo Tribunal de origem quanto à prescrição. 3. Finalmente, quanto à correção monetária sobre créditos de ICMS, verifica-se que a tese ora esposada pelo Recorrente não foi debatida pelo Tribunal de origem. Incidente, pois, o disposto na Súmula 211/STJ, por ausência de prequestionamento. 4. Agravo Interno do ESTADO DE MINAS GERAIS a que se nega o provimento.
2015/0261658-8;3;0;"PROCESSUAL CIVIL E TRIBUTÁRIO. OFENSA AO ART. 535 DO CPC NÃO CONFIGURADA. IPTU. PROGRESSIVIDADE. EC 29/2000. LEIS MUNICIPAIS 1.279/2002, 1.424/2002 E 1.604/2003. CONSTITUCIONALIDADE. PRINCÍPIOS DA CAPACIDADE CONTRIBUTIVA E DA ISONOMIA. OBSERVÂNCIA. FUNDAMENTO CONSTITUCIONAL. COMPETÊNCIA DO STF. ANÁLISE DE LEGISLAÇÃO ESTADUAL. SÚMULA 280/STF. REVISÃO DE MATÉRIA FÁTICO-PROBATÓRIA. SÚMULA 7/STJ. 1. A solução integral da controvérsia, com fundamento suficiente, não caracteriza ofensa ao art. 535 do CPC. 2. O acórdão recorrido consignou que: a) ""a Lei n.° 13.250/2001 do Município de São Paulo são constitucionais, pois, além de não afrontarem o disposto no art. 60, § 4º, IV, da CF, atendem aos princípios da capacidade contributiva e da isonomia, na medida em que o valor venal do imóvel constitui parâmetro idôneo para aferição da condição econômica do contribuinte, permitindo tratar diferentemente os que estão em situações distintas""; b) ""verifica-se pelas fotografias acostadas a fls. 358/368, que os imóveis de propriedade dos autores são de alto padrão e se localizam em loteamento horizontal fechado, em zona de expansão urbana e possui pelo menos dois dos melhoramentos discriminados nos incisos do § Io do art. 32 do Código Tributário Nacional""; c) ""Assim, correta é incidência do IPTU sobre os imóveis de propriedade dos autores mencionados na inicial"" 3. O Tribunal de origem decidiu a questão com base em fundamentação eminentemente constitucional, de modo que a via especial não se presta a modificar os termos do aresto regional, sob pena de invadir a competência exclusiva da Suprema Corte. 4. A Corte local analisou a legislação estadual o que é obstada em Recurso Especial, por analogia, nos termos da Súmula 280/STF: ""Por ofensa a direito local não cabe Recurso Extraordinário 5. É inviável analisar a tese defendida no Recurso Especial, a qual busca afastar as premissas fáticas estabelecidas pelo acórdão recorrido, pois inarredável a revisão do conjunto probatório dos autos. Aplica-se o óbice da Súmula 7/STJ. 6. Agravo Regimental não provido."
2016/0140751-1;5;0;TRIBUTÁRIO E PROCESSUAL CIVIL. VIOLAÇÃO DOS ARTS. 458 E 535 DO CPC. INCIDÊNCIA DA SÚMULA 284/STF. ISS. ISENÇÃO. INTERPRETAÇÃO DE LEI MUNICIPAL E VERIFICAÇÃO DOS REQUISITOS LEGAIS. INCIDÊNCIA DAS SÚMULAS NS. 7/STJ E 280/STF. I - A indicação de violação dos arts. 458 e 535, II, do CPC/73, por alegada omissão, quando realizada de forma genérica, limitada à afirmação, em linhas gerais, que o acórdão recorrido deixou de pronunciar-se acerca das questões apresentadas, sem desenvolver argumentos para demonstrar especificamente a suposta mácula, caracteriza deficiência dessa parcela recursal. Incidência da Súmula n. 284/STF. II - Aferir o direito à isenção tributária, no caso concreto, demanda necessariamente a interpretação das leis municipais aplicáveis ao caso, bem como o revolvimento do contexto fático dos autos, impossível ante o óbice do enunciado n. 7 da Súmula do STJ e do enunciado n. 280 da Súmula do STF. III - Agravo interno improvido.
2017/0042476-0;4;0;"PROCESSUAL CIVIL E TRIBUTÁRIO. NEGATIVA DE PRESTAÇÃO JURISDICIONAL.
INOCORRÊNCIA. ISS. DECADÊNCIA. CONTAGEM. RECOLHIMENTO ANTECIPADO.
INEXISTÊNCIA. ADESÃO A CONTRATO DE ""TV A CABO"". INSTALAÇÃO DE DECODIFICADORES E DE ANTENAS. ASSISTÊNCIA TÉCNICA. FATO GERADOR.
CONFIGURAÇÃO. VERBA HONORÁRIA. QUANTUM. PREQUESTIONAMENTO. AUSÊNCIA.
1. ""Aos recursos interpostos com fundamento no CPC/1973 (relativos a decisões publicadas até 17 de março de 2016) devem ser exigidos os requisitos de admissibilidade na forma nele prevista, com as interpretações dadas até então pela jurisprudência do Superior Tribunal de Justiça"" (Enunciado Administrativo n. 2, sessão de 09/03/2016).
2. ""O agravo poderá ser julgado, conforme o caso, conjuntamente com o recurso especial ou extraordinário, assegurada, neste caso, sustentação oral, observando-se, ainda, o disposto no regimento interno do tribunal respectivo"" (art. 1.042, § 5º, do CPC/1973).
3. O acolhimento de recurso especial por violação do art. 535 do CPC/1973 pressupõe a demonstração de que a Corte de origem, mesmo depois de provocada mediante embargos de declaração, deixou de sanar vício de integração contido em seu julgado acerca de questão relevante para a solução do litígio, o que não ocorreu na espécie.
4. Inexistindo pagamento antecipado, o prazo decadencial para o fisco proceder à constituição de imposto sujeito a lançamento por homologação deve ser contado na forma prevista no art. 173, I, do CTN. Incide no ponto a Súmula 83 do STJ.
5. A premissa fática afirmada pela recorrente, de que houve pagamento antecipado do ISS em relação à prestação de outros serviços diversos da atividade apontada no auto de infração, a ensejar a aplicação do art. 150, § 4º, do CTN, não foi assim delineada no acórdão recorrido, nem tampouco foi objeto dos embargos de declaração, de modo que é inviável o seu conhecimento, quer pela ausência de prequestionamento (Súmula 282 do STF), quer pela necessidade de reexame de matéria fático-probatória (Súmula 7 do STJ).
6. A instalação de decodificadores e antenas utilizados para a recepção do sinal da TV por assinatura configura um serviço acessório de assistência técnica (item 14.02 da lista anexa à LC n.
116/2003) realizado diretamente pela operadora, ou por empresa terceirizada, ao consumidor que não tem condições técnicas ou contratuais de, por conta própria, proceder à instalação dos equipamentos, de modo que a cobrança de quantia para a realização dessa tarefa, denominada de adesão, configura o fato gerador do ISS.
Precedentes. 7. Consoante o entendimento pretoriano consagrado na edição da Súmula 282 do STF, teses recursais que não foram efetivamente analisadas pelo aresto confrontado são carecedoras de prequestionamento, de modo que, na hipótese, é inviável conhecer da suposta exorbitância da verba honorária fixada em prol da Fazenda Pública municipal.
8. Agravo conhecido para conhecer em parte do recurso especial e, nessa extensão, negar-lhe provimento.
(AREsp 1062532/SP, Rel. Ministro GURGEL DE FARIA, PRIMEIRA TURMA, julgado em 21/11/2019, DJe 02/12/2019)"
